ServiceName;Alias;Permission;Action;Description;AccessLevel;Resource
Amazon GuardDuty;guardduty;GetThreatIntelSet;guardduty:GetThreatIntelSet;Grants permission to retrieve GuardDuty ThreatIntelSets;Read;True
Amazon GuardDuty;guardduty;GetUsageStatistics;guardduty:GetUsageStatistics;Grants permission to list Amazon GuardDuty usage statistics over the last 30 days for the specified detector ID;Read;False
Amazon GuardDuty;guardduty;InviteMembers;guardduty:InviteMembers;Grants permission to invite other AWS accounts to enable GuardDuty and become GuardDuty member accounts;Write;False
Amazon GuardDuty;guardduty;ListDetectors;guardduty:ListDetectors;Grants permission to retrieve a list of GuardDuty detectors;List;False
Amazon GuardDuty;guardduty;ListFilters;guardduty:ListFilters;Grants permission to retrieve a list of GuardDuty filters;List;False
Amazon GuardDuty;guardduty;ListFindings;guardduty:ListFindings;Grants permission to retrieve a list of GuardDuty findings;List;False
Amazon GuardDuty;guardduty;ListIPSets;guardduty:ListIPSets;Grants permission to retrieve a list of GuardDuty IPSets;List;False
Amazon GuardDuty;guardduty;ListInvitations;guardduty:ListInvitations;Grants permission to retrieve a list of all of the GuardDuty membership invitations that were sent to an AWS account;List;False
Amazon GuardDuty;guardduty;ListMembers;guardduty:ListMembers;Grants permission to retrieve a list of GuardDuty member accounts associated with an administrator account;List;False
Amazon GuardDuty;guardduty;ListOrganizationAdminAccounts;guardduty:ListOrganizationAdminAccounts;Grants permission to list details about the organization delegated administrator for GuardDuty;List;False
Amazon GuardDuty;guardduty;ListPublishingDestinations;guardduty:ListPublishingDestinations;Grants permission to retrieve a list of publishing destinations;List;False
Amazon GuardDuty;guardduty;ListTagsForResource;guardduty:ListTagsForResource;Grants permission to retrieve a list of tags associated with a GuardDuty resource;Read;True
Amazon GuardDuty;guardduty;ListThreatIntelSets;guardduty:ListThreatIntelSets;Grants permission to retrieve a list of GuardDuty ThreatIntelSets;List;False
Amazon GuardDuty;guardduty;StartMonitoringMembers;guardduty:StartMonitoringMembers;Grants permission to a GuardDuty administrator account to monitor findings from GuardDuty member accounts;Write;False
Amazon GuardDuty;guardduty;StopMonitoringMembers;guardduty:StopMonitoringMembers;Grants permission to disable monitoring findings from member accounts;Write;False
Amazon GuardDuty;guardduty;TagResource;guardduty:TagResource;Grants permission to add tags to a GuardDuty resource;Tagging;True
Amazon GuardDuty;guardduty;UnarchiveFindings;guardduty:UnarchiveFindings;Grants permission to unarchive GuardDuty findings;Write;False
Amazon GuardDuty;guardduty;UntagResource;guardduty:UntagResource;Grants permission to remove tags from a GuardDuty resource;Tagging;True
Amazon GuardDuty;guardduty;UpdateDetector;guardduty:UpdateDetector;Grants permission to update GuardDuty detectors;Write;True
Amazon GuardDuty;guardduty;UpdateFilter;guardduty:UpdateFilter;Grants permission to updates GuardDuty filters;Write;True
Amazon GuardDuty;guardduty;UpdateFindingsFeedback;guardduty:UpdateFindingsFeedback;Grants permission to update findings feedback to mark GuardDuty findings as useful or not useful;Write;False
Amazon GuardDuty;guardduty;UpdateIPSet;guardduty:UpdateIPSet;Grants permission to update GuardDuty IPSets;Write;True
Amazon GuardDuty;guardduty;UpdateMalwareScanSettings;guardduty:UpdateMalwareScanSettings;Grants permission to update the malware scan settings;Write;False
Amazon GuardDuty;guardduty;UpdateMemberDetectors;guardduty:UpdateMemberDetectors;Grants permission to update which data sources are enabled for member accounts detectors;Write;False
Amazon GuardDuty;guardduty;UpdateOrganizationConfiguration;guardduty:UpdateOrganizationConfiguration;Grants permission to update the delegated administrator configuration associated with a GuardDuty detector;Write;False
Amazon GuardDuty;guardduty;UpdatePublishingDestination;guardduty:UpdatePublishingDestination;Grants permission to update a publishing destination;Write;True
Amazon GuardDuty;guardduty;UpdateThreatIntelSet;guardduty:UpdateThreatIntelSet;Grants permission to updates the GuardDuty ThreatIntelSets;Write;True
AWS Health APIs and Notifications;health;DescribeAffectedAccountsForOrganization;health:DescribeAffectedAccountsForOrganization;Grants permission to retrieve a list of accounts that have been affected by the specified events in organization;Read;False
AWS Health APIs and Notifications;health;DescribeAffectedEntities;health:DescribeAffectedEntities;Grants permission to retrieve a list of entities that have been affected by the specified events;Read;True
AWS Health APIs and Notifications;health;DescribeAffectedEntitiesForOrganization;health:DescribeAffectedEntitiesForOrganization;Grants permission to retrieve a list of entities that have been affected by the specified events and accounts in organization;Read;False
AWS Health APIs and Notifications;health;DescribeEntityAggregates;health:DescribeEntityAggregates;Grants permission to retrieve the number of entities that are affected by each of the specified events;Read;False
AWS Health APIs and Notifications;health;DescribeEventAggregates;health:DescribeEventAggregates;Grants permission to retrieve the number of events of each event type (issue, scheduled change, and account notification);Read;False
AWS Health APIs and Notifications;health;DescribeEventDetails;health:DescribeEventDetails;Grants permission to retrieve detailed information about one or more specified events;Read;True
AWS Health APIs and Notifications;health;DescribeEventDetailsForOrganization;health:DescribeEventDetailsForOrganization;Grants permission to retrieve detailed information about one or more specified events for provided accounts in organization;Read;False
AWS Health APIs and Notifications;health;DescribeEventTypes;health:DescribeEventTypes;Grants permission to retrieve the event types that meet the specified filter criteria;Read;False
AWS Health APIs and Notifications;health;DescribeEvents;health:DescribeEvents;Grants permission to retrieve information about events that meet the specified filter criteria;Read;False
AWS Health APIs and Notifications;health;DescribeEventsForOrganization;health:DescribeEventsForOrganization;Grants permission to retrieve information about events that meet the specified filter criteria in organization;Read;False
AWS Health APIs and Notifications;health;DescribeHealthServiceStatusForOrganization;health:DescribeHealthServiceStatusForOrganization;Grants permission to retrieve the status of enabling or disabling the Organizational View feature;Read;False
AWS Health APIs and Notifications;health;DisableHealthServiceAccessForOrganization;health:DisableHealthServiceAccessForOrganization;Grants permission to disable the Organizational View feature;Permissions management;False
AWS Health APIs and Notifications;health;EnableHealthServiceAccessForOrganization;health:EnableHealthServiceAccessForOrganization;Grants permission to enable the Organizational View feature;Permissions management;False
Amazon HealthLake;healthlake;CreateFHIRDatastore;healthlake:CreateFHIRDatastore;Grants permission to create a datastore that can ingest and export FHIR data;Write;False
Amazon HealthLake;healthlake;CreateResource;healthlake:CreateResource;Grants permission to create resource;Write;True
Amazon HealthLake;healthlake;DeleteFHIRDatastore;healthlake:DeleteFHIRDatastore;Grants permission to delete a datastore;Write;True
Amazon HealthLake;healthlake;DeleteResource;healthlake:DeleteResource;Grants permission to delete resource;Write;True
Amazon HealthLake;healthlake;DescribeFHIRDatastore;healthlake:DescribeFHIRDatastore;Grants permission to get the properties associated with the FHIR datastore, including the datastore ID, datastore ARN, datastore name, datastore status, created at, datastore type version, and datastore endpoint;Read;True
Amazon HealthLake;healthlake;DescribeFHIRExportJob;healthlake:DescribeFHIRExportJob;Grants permission to display the properties of a FHIR export job, including the ID, ARN, name, and the status of the datastore;Read;True
Amazon HealthLake;healthlake;DescribeFHIRImportJob;healthlake:DescribeFHIRImportJob;Grants permission to display the properties of a FHIR import job, including the ID, ARN, name, and the status of the datastore;Read;True
Amazon HealthLake;healthlake;GetCapabilities;healthlake:GetCapabilities;Grants permission to get the capabilities of a FHIR datastore;Read;True
Amazon HealthLake;healthlake;ListFHIRDatastores;healthlake:ListFHIRDatastores;Grants permission to list all FHIR datastores that are in the user’s account, regardless of datastore status;List;False
Amazon HealthLake;healthlake;ListFHIRExportJobs;healthlake:ListFHIRExportJobs;Grants permission to get a list of export jobs for the specified datastore;List;True
Amazon HealthLake;healthlake;ListFHIRImportJobs;healthlake:ListFHIRImportJobs;Grants permission to get a list of import jobs for the specified datastore;List;True
Amazon HealthLake;healthlake;ListTagsForResource;healthlake:ListTagsForResource;Grants permission to get a list of tags for the specified datastore;Read;True
Amazon HealthLake;healthlake;ReadResource;healthlake:ReadResource;Grants permission to read resource;Read;True
Amazon HealthLake;healthlake;SearchWithGet;healthlake:SearchWithGet;Grants permission to search resources with GET method;Read;True
Amazon HealthLake;healthlake;SearchWithPost;healthlake:SearchWithPost;Grants permission to search resources with POST method;Read;True
Amazon HealthLake;healthlake;StartFHIRExportJob;healthlake:StartFHIRExportJob;Grants permission to begin a FHIR Export job;Write;True
Amazon HealthLake;healthlake;StartFHIRImportJob;healthlake:StartFHIRImportJob;Grants permission to begin a FHIR Import job;Write;True
Amazon HealthLake;healthlake;TagResource;healthlake:TagResource;Grants permission to add tags to a datastore;Tagging;True
Amazon HealthLake;healthlake;UntagResource;healthlake:UntagResource;Grants permission to remove tags associated with a datastore;Tagging;True
Amazon HealthLake;healthlake;UpdateResource;healthlake:UpdateResource;Grants permission to update resource;Write;True
High-volume outbound communications;connect-campaigns;CreateCampaign;connect-campaigns:CreateCampaign;Grants permission to create a campaign;Write;True
High-volume outbound communications;connect-campaigns;DeleteCampaign;connect-campaigns:DeleteCampaign;Grants permission to delete a campaign;Write;True
High-volume outbound communications;connect-campaigns;DeleteConnectInstanceConfig;connect-campaigns:DeleteConnectInstanceConfig;Grants permission to remove configuration information for an Amazon Connect instance;Write;False
High-volume outbound communications;connect-campaigns;DeleteInstanceOnboardingJob;connect-campaigns:DeleteInstanceOnboardingJob;Grants permission to remove onboarding job for an Amazon Connect instance;Write;False
High-volume outbound communications;connect-campaigns;DescribeCampaign;connect-campaigns:DescribeCampaign;Grants permission to describe a specific campaign;Read;True
High-volume outbound communications;connect-campaigns;GetCampaignState;connect-campaigns:GetCampaignState;Grants permission to get state of a campaign;Read;True
High-volume outbound communications;connect-campaigns;GetCampaignStateBatch;connect-campaigns:GetCampaignStateBatch;Grants permission to get state of campaigns;Read;True
High-volume outbound communications;connect-campaigns;GetConnectInstanceConfig;connect-campaigns:GetConnectInstanceConfig;Grants permission to get configuration information for an Amazon Connect instance;Read;False
High-volume outbound communications;connect-campaigns;GetInstanceOnboardingJobStatus;connect-campaigns:GetInstanceOnboardingJobStatus;Grants permission to get onboarding job status for an Amazon Connect instance;Read;False
High-volume outbound communications;connect-campaigns;ListCampaigns;connect-campaigns:ListCampaigns;Grants permission to provide summary of all campaigns;List;False
High-volume outbound communications;connect-campaigns;ListTagsForResource;connect-campaigns:ListTagsForResource;Grants permission to list tags for a resource;Read;True
High-volume outbound communications;connect-campaigns;PauseCampaign;connect-campaigns:PauseCampaign;Grants permission to pause a campaign;Write;True
High-volume outbound communications;connect-campaigns;PutDialRequestBatch;connect-campaigns:PutDialRequestBatch;Grants permission to create dial requests for the specified campaign;Write;True
High-volume outbound communications;connect-campaigns;ResumeCampaign;connect-campaigns:ResumeCampaign;Grants permission to resume a campaign;Write;True
High-volume outbound communications;connect-campaigns;StartCampaign;connect-campaigns:StartCampaign;Grants permission to start a campaign;Write;True
High-volume outbound communications;connect-campaigns;StartInstanceOnboardingJob;connect-campaigns:StartInstanceOnboardingJob;Grants permission to start onboarding job for an Amazon Connect instance;Write;False
High-volume outbound communications;connect-campaigns;StopCampaign;connect-campaigns:StopCampaign;Grants permission to stop a campaign;Write;True
High-volume outbound communications;connect-campaigns;TagResource;connect-campaigns:TagResource;Grants permission to tag a resource;Tagging;True
High-volume outbound communications;connect-campaigns;UntagResource;connect-campaigns:UntagResource;Grants permission to untag a resource;Tagging;True
